fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
31/08/2021;Zamora;17970;35;2153;459;49275;41.75,-6.0
31/08/2021;LeÇün;51243;41;5617;1203;24089;42.666667,-6.0
31/08/2021;Soria;12353;14;1403;294;42173;41.666667,-2.666667
31/08/2021;Çvila;16684;20;1901;367;5019;40.616092,-4.929031
31/08/2021;Salamanca;39144;59;4271;856;37274;40.833333,-6.0
31/08/2021;Segovia;20874;9;2035;379;40004;41.166667,-4.0
31/08/2021;Valladolid;66631;104;8034;1235;47186;41.583333,-4.666667
30/08/2021;Segovia;20864;10;2034;379;40004;41.166667,-4.0
30/08/2021;Valladolid;66511;42;8024;1233;47186;41.583333,-4.666667
30/08/2021;Zamora;17935;2;2150;459;49275;41.75,-6.0
30/08/2021;Burgos;51405;28;4810;771;9059;42.383333,-3.666667
30/08/2021;Soria;12339;8;1402;294;42173;41.666667,-2.666667
30/08/2021;LeÇün;51201;11;5611;1203;24089;42.666667,-6.0
30/08/2021;Çvila;16664;7;1897;367;5019;40.616092,-4.929031
30/08/2021;Salamanca;39089;13;4265;855;37274;40.833333,-6.0
30/08/2021;Palencia;24483;9;2523;498;34120;42.432128,-4.520647
29/08/2021;LeÇün;51190;21;5610;1203;24089;42.666667,-6.0
29/08/2021;Salamanca;39076;43;4265;855;37274;40.833333,-6.0
29/08/2021;Palencia;24474;11;2522;497;34120;42.432128,-4.520647
29/08/2021;Zamora;17936;6;2149;458;49275;41.75,-6.0
29/08/2021;Segovia;20854;16;2032;378;40004;41.166667,-4.0
29/08/2021;Valladolid;66469;18;8017;1230;47186;41.583333,-4.666667
29/08/2021;Çvila;16657;24;1896;366;5019;40.616092,-4.929031
29/08/2021;Burgos;51377;24;4806;770;9059;42.383333,-3.666667
29/08/2021;Soria;12331;13;1400;292;42173;41.666667,-2.666667
28/08/2021;Burgos;51353;64;4803;768;9059;42.383333,-3.666667
28/08/2021;LeÇün;51169;49;5609;1203;24089;42.666667,-6.0
28/08/2021;Salamanca;39033;64;4262;854;37274;40.833333,-6.0
28/08/2021;Palencia;24463;16;2522;497;34120;42.432128,-4.520647
28/08/2021;Zamora;17930;33;2149;458;49275;41.75,-6.0
28/08/2021;Çvila;16633;25;1891;361;5019;40.616092,-4.929031
28/08/2021;Segovia;20838;16;2030;378;40004;41.166667,-4.0
28/08/2021;Valladolid;66451;107;8015;1229;47186;41.583333,-4.666667
28/08/2021;Soria;12318;16;1400;292;42173;41.666667,-2.666667
27/08/2021;Salamanca;38967;80;4258;854;37274;40.833333,-6.0
27/08/2021;Zamora;17897;35;2147;458;49275;41.75,-6.0
27/08/2021;LeÇün;51120;59;5600;1200;24089;42.666667,-6.0
27/08/2021;Çvila;16609;56;1884;358;5019;40.616092,-4.929031
27/08/2021;Burgos;51290;43;4798;768;9059;42.383333,-3.666667
27/08/2021;Palencia;24445;12;2520;497;34120;42.432128,-4.520647
27/08/2021;Segovia;20823;17;2030;378;40004;41.166667,-4.0
27/08/2021;Soria;12302;15;1399;292;42173;41.666667,-2.666667
27/08/2021;Valladolid;66317;107;7999;1226;47186;41.583333,-4.666667
26/08/2021;Palencia;24434;18;2518;497;34120;42.432128,-4.520647
26/08/2021;Salamanca;38889;98;4255;854;37274;40.833333,-6.0
26/08/2021;Segovia;20805;31;2029;378;40004;41.166667,-4.0
26/08/2021;Zamora;17862;37;2145;458;49275;41.75,-6.0
26/08/2021;Soria;12287;17;1397;292;42173;41.666667,-2.666667
26/08/2021;Çvila;16552;38;1882;357;5019;40.616092,-4.929031
26/08/2021;Burgos;51248;90;4791;767;9059;42.383333,-3.666667
26/08/2021;LeÇün;51060;32;5595;1199;24089;42.666667,-6.0
26/08/2021;Valladolid;66200;112;7994;1224;47186;41.583333,-4.666667
25/08/2021;Çvila;16440;36;1879;356;5019;40.616092,-4.929031
25/08/2021;LeÇün;50583;63;5592;1198;24089;42.666667,-6.0
25/08/2021;Soria;12217;14;1396;292;42173;41.666667,-2.666667
25/08/2021;Palencia;24196;21;2517;497;34120;42.432128,-4.520647
25/08/2021;Segovia;20651;16;2028;378;40004;41.166667,-4.0
25/08/2021;Zamora;17714;20;2142;457;49275;41.75,-6.0
25/08/2021;Salamanca;38543;140;4253;854;37274;40.833333,-6.0
25/08/2021;Burgos;50629;61;4785;766;9059;42.383333,-3.666667
25/08/2021;Valladolid;65541;151;7988;1223;47186;41.583333,-4.666667
24/08/2021;Çvila;16373;34;1877;356;5019;40.616092,-4.929031
24/08/2021;Valladolid;65377;119;7980;1222;47186;41.583333,-4.666667
24/08/2021;Soria;12203;24;1395;292;42173;41.666667,-2.666667
24/08/2021;LeÇün;50521;64;5586;1195;24089;42.666667,-6.0
24/08/2021;Salamanca;38401;73;4253;854;37274;40.833333,-6.0
24/08/2021;Zamora;17694;63;2140;456;49275;41.75,-6.0
24/08/2021;Burgos;50569;96;4778;764;9059;42.383333,-3.666667
24/08/2021;Palencia;24174;21;2515;497;34120;42.432128,-4.520647
24/08/2021;Segovia;20632;24;2026;377;40004;41.166667,-4.0
23/08/2021;Çvila;16339;19;1870;355;5019;40.616092,-4.929031
23/08/2021;LeÇün;50456;31;5583;1195;24089;42.666667,-6.0
23/08/2021;Segovia;20605;19;2025;376;40004;41.166667,-4.0
23/08/2021;Soria;12179;7;1394;292;42173;41.666667,-2.666667
23/08/2021;Zamora;17631;5;2137;455;49275;41.75,-6.0
23/08/2021;Salamanca;38328;28;4248;853;37274;40.833333,-6.0
23/08/2021;Valladolid;65257;58;7964;1220;47186;41.583333,-4.666667
23/08/2021;Burgos;50474;22;4775;763;9059;42.383333,-3.666667
23/08/2021;Palencia;24153;8;2512;497;34120;42.432128,-4.520647
22/08/2021;Çvila;16320;27;1870;355;5019;40.616092,-4.929031
22/08/2021;LeÇün;50425;59;5581;1193;24089;42.666667,-6.0
22/08/2021;Soria;12172;10;1394;292;42173;41.666667,-2.666667
22/08/2021;Valladolid;65199;51;7963;1219;47186;41.583333,-4.666667
22/08/2021;Zamora;17626;8;2134;453;49275;41.75,-6.0
22/08/2021;Burgos;50452;75;4773;763;9059;42.383333,-3.666667
22/08/2021;Segovia;20586;23;2024;375;40004;41.166667,-4.0
22/08/2021;Palencia;24145;15;2512;497;34120;42.432128,-4.520647
22/08/2021;Salamanca;38300;42;4246;852;37274;40.833333,-6.0
21/08/2021;Çvila;16293;42;1869;355;5019;40.616092,-4.929031
21/08/2021;LeÇün;50366;108;5581;1193;24089;42.666667,-6.0
21/08/2021;Palencia;24130;33;2512;497;34120;42.432128,-4.520647
21/08/2021;Salamanca;38258;85;4245;852;37274;40.833333,-6.0
21/08/2021;Zamora;17618;62;2134;453;49275;41.75,-6.0
21/08/2021;Burgos;50377;99;4766;762;9059;42.383333,-3.666667
21/08/2021;Valladolid;65148;176;7959;1218;47186;41.583333,-4.666667
21/08/2021;Segovia;20563;32;2023;375;40004;41.166667,-4.0
21/08/2021;Soria;12162;16;1394;292;42173;41.666667,-2.666667
20/08/2021;LeÇün;50257;94;5568;1192;24089;42.666667,-6.0
20/08/2021;Palencia;24097;26;2508;496;34120;42.432128,-4.520647
20/08/2021;Salamanca;38172;119;4242;852;37274;40.833333,-6.0
20/08/2021;Zamora;17555;40;2125;451;49275;41.75,-6.0
20/08/2021;Çvila;16251;57;1866;353;5019;40.616092,-4.929031
20/08/2021;Burgos;50279;90;4748;760;9059;42.383333,-3.666667
20/08/2021;Segovia;20531;28;2022;375;40004;41.166667,-4.0
20/08/2021;Soria;12146;21;1391;292;42173;41.666667,-2.666667
20/08/2021;Valladolid;64973;134;7938;1215;47186;41.583333,-4.666667
19/08/2021;Valladolid;64839;111;7927;1213;47186;41.583333,-4.666667
19/08/2021;Salamanca;38053;101;4241;851;37274;40.833333,-6.0
19/08/2021;LeÇün;50163;123;5562;1192;24089;42.666667,-6.0
19/08/2021;Palencia;24071;32;2505;496;34120;42.432128,-4.520647
19/08/2021;Segovia;20503;23;2021;375;40004;41.166667,-4.0
19/08/2021;Soria;12125;22;1390;292;42173;41.666667,-2.666667
19/08/2021;Burgos;50189;83;4743;760;9059;42.383333,-3.666667
19/08/2021;Çvila;16192;62;1864;353;5019;40.616092,-4.929031
19/08/2021;Zamora;17515;44;2125;451;49275;41.75,-6.0
18/08/2021;Çvila;16130;72;1858;353;5019;40.616092,-4.929031
18/08/2021;Burgos;50104;69;4736;759;9059;42.383333,-3.666667
18/08/2021;Palencia;24039;35;2500;494;34120;42.432128,-4.520647
18/08/2021;Soria;12103;20;1390;292;42173;41.666667,-2.666667
18/08/2021;Valladolid;64726;159;7905;1212;47186;41.583333,-4.666667
18/08/2021;Zamora;17472;49;2120;449;49275;41.75,-6.0
18/08/2021;Salamanca;37951;98;4236;850;37274;40.833333,-6.0
18/08/2021;Segovia;20480;43;2017;375;40004;41.166667,-4.0
18/08/2021;LeÇün;50040;93;5558;1192;24089;42.666667,-6.0
17/08/2021;Burgos;50032;48;4726;757;9059;42.383333,-3.666667
17/08/2021;Palencia;24004;20;2493;492;34120;42.432128,-4.520647
17/08/2021;Salamanca;37853;32;4233;850;37274;40.833333,-6.0
17/08/2021;Segovia;20436;21;2017;375;40004;41.166667,-4.0
17/08/2021;Soria;12083;16;1387;291;42173;41.666667,-2.666667
17/08/2021;Valladolid;64566;53;7895;1211;47186;41.583333,-4.666667
17/08/2021;Çvila;16059;34;1856;353;5019;40.616092,-4.929031
17/08/2021;Zamora;17424;15;2116;449;49275;41.75,-6.0
17/08/2021;LeÇün;49947;43;5554;1192;24089;42.666667,-6.0
16/08/2021;Çvila;16025;23;1856;353;5019;40.616092,-4.929031
16/08/2021;LeÇün;49904;26;5547;1189;24089;42.666667,-6.0
16/08/2021;Zamora;17409;12;2116;449;49275;41.75,-6.0
16/08/2021;Soria;12067;21;1387;291;42173;41.666667,-2.666667
16/08/2021;Salamanca;37821;29;4232;850;37274;40.833333,-6.0
16/08/2021;Segovia;20415;27;2016;374;40004;41.166667,-4.0
16/08/2021;Valladolid;64513;85;7887;1210;47186;41.583333,-4.666667
16/08/2021;Burgos;49984;47;4723;755;9059;42.383333,-3.666667
16/08/2021;Palencia;23984;15;2491;491;34120;42.432128,-4.520647
15/08/2021;Çvila;16002;52;1856;353;5019;40.616092,-4.929031
15/08/2021;LeÇün;49878;71;5546;1188;24089;42.666667,-6.0
15/08/2021;Segovia;20388;27;2015;374;40004;41.166667,-4.0
15/08/2021;Palencia;23969;48;2488;490;34120;42.432128,-4.520647
15/08/2021;Zamora;17397;20;2116;449;49275;41.75,-6.0
15/08/2021;Burgos;49937;71;4718;754;9059;42.383333,-3.666667
15/08/2021;Salamanca;37792;87;4230;848;37274;40.833333,-6.0
15/08/2021;Soria;12046;20;1387;291;42173;41.666667,-2.666667
15/08/2021;Valladolid;64428;60;7884;1208;47186;41.583333,-4.666667
14/08/2021;Çvila;15950;56;1856;353;5019;40.616092,-4.929031
14/08/2021;Burgos;49866;100;4715;753;9059;42.383333,-3.666667
14/08/2021;Palencia;23921;13;2485;489;34120;42.432128,-4.520647
14/08/2021;Valladolid;64368;154;7882;1208;47186;41.583333,-4.666667
14/08/2021;Salamanca;37705;105;4226;848;37274;40.833333,-6.0
14/08/2021;LeÇün;49807;137;5543;1187;24089;42.666667,-6.0
14/08/2021;Segovia;20361;45;2015;374;40004;41.166667,-4.0
14/08/2021;Zamora;17377;97;2115;448;49275;41.75,-6.0
14/08/2021;Soria;12026;22;1387;291;42173;41.666667,-2.666667
13/08/2021;Burgos;49770;246;4702;750;9059;42.383333,-3.666667
13/08/2021;Palencia;23908;40;2476;482;34120;42.432128,-4.520647
13/08/2021;Salamanca;37597;26;4223;848;37274;40.833333,-6.0
13/08/2021;Valladolid;64215;145;7861;1207;47186;41.583333,-4.666667
13/08/2021;Soria;12004;33;1386;291;42173;41.666667,-2.666667
13/08/2021;Zamora;17279;50;2114;448;49275;41.75,-6.0
13/08/2021;Çvila;15893;94;1852;353;5019;40.616092,-4.929031
13/08/2021;LeÇün;49670;86;5540;1187;24089;42.666667,-6.0
13/08/2021;Segovia;20317;45;2011;374;40004;41.166667,-4.0
12/08/2021;Zamora;17230;40;2110;446;49275;41.75,-6.0
12/08/2021;LeÇün;49584;132;5532;1185;24089;42.666667,-6.0
12/08/2021;Segovia;20272;59;2008;374;40004;41.166667,-4.0
12/08/2021;Palencia;23868;30;2475;482;34120;42.432128,-4.520647
12/08/2021;Soria;11971;30;1381;291;42173;41.666667,-2.666667
12/08/2021;Burgos;49523;90;4689;747;9059;42.383333,-3.666667
12/08/2021;Salamanca;37570;76;4223;848;37274;40.833333,-6.0
12/08/2021;Valladolid;64070;198;7852;1206;47186;41.583333,-4.666667
12/08/2021;Çvila;15800;62;1848;353;5019;40.616092,-4.929031
11/08/2021;Çvila;15739;54;1846;352;5019;40.616092,-4.929031
11/08/2021;Burgos;49430;167;4672;746;9059;42.383333,-3.666667
11/08/2021;LeÇün;49449;106;5528;1185;24089;42.666667,-6.0
11/08/2021;Palencia;23838;57;2475;482;34120;42.432128,-4.520647
11/08/2021;Salamanca;37492;82;4222;848;37274;40.833333,-6.0
11/08/2021;Soria;11942;32;1378;291;42173;41.666667,-2.666667
11/08/2021;Zamora;17177;47;2105;445;49275;41.75,-6.0
11/08/2021;Segovia;20212;51;2006;374;40004;41.166667,-4.0
11/08/2021;Valladolid;63875;178;7840;1206;47186;41.583333,-4.666667
10/08/2021;LeÇün;49342;76;5519;1184;24089;42.666667,-6.0
10/08/2021;Segovia;20161;63;2004;374;40004;41.166667,-4.0
10/08/2021;Valladolid;63695;164;7820;1204;47186;41.583333,-4.666667
10/08/2021;Zamora;17127;44;2102;445;49275;41.75,-6.0
10/08/2021;Burgos;49262;76;4654;742;9059;42.383333,-3.666667
10/08/2021;Soria;11910;34;1378;291;42173;41.666667,-2.666667
10/08/2021;Çvila;15685;68;1842;352;5019;40.616092,-4.929031
10/08/2021;Palencia;23781;40;2472;482;34120;42.432128,-4.520647
10/08/2021;Salamanca;37409;49;4219;848;37274;40.833333,-6.0
09/08/2021;Soria;11876;32;1375;291;42173;41.666667,-2.666667
09/08/2021;Burgos;49185;101;4644;741;9059;42.383333,-3.666667
09/08/2021;Salamanca;37356;36;4219;848;37274;40.833333,-6.0
09/08/2021;Segovia;20096;28;1999;374;40004;41.166667,-4.0
09/08/2021;LeÇün;49265;21;5511;1183;24089;42.666667,-6.0
09/08/2021;Valladolid;63531;74;7797;1204;47186;41.583333,-4.666667
09/08/2021;Çvila;15617;38;1838;352;5019;40.616092,-4.929031
09/08/2021;Palencia;23742;18;2465;481;34120;42.432128,-4.520647
09/08/2021;Zamora;17082;19;2099;443;49275;41.75,-6.0
08/08/2021;Palencia;23724;53;2464;481;34120;42.432128,-4.520647
08/08/2021;Salamanca;37320;39;4218;848;37274;40.833333,-6.0
08/08/2021;Valladolid;63457;49;7794;1202;47186;41.583333,-4.666667
08/08/2021;LeÇün;49243;72;5509;1181;24089;42.666667,-6.0
08/08/2021;Çvila;15579;44;1837;351;5019;40.616092,-4.929031
08/08/2021;Soria;11844;22;1375;291;42173;41.666667,-2.666667
08/08/2021;Zamora;17063;37;2097;442;49275;41.75,-6.0
08/08/2021;Segovia;20068;43;1999;374;40004;41.166667,-4.0
08/08/2021;Burgos;49083;73;4642;740;9059;42.383333,-3.666667
07/08/2021;Segovia;20025;50;1999;374;40004;41.166667,-4.0
07/08/2021;Valladolid;63408;204;7792;1201;47186;41.583333,-4.666667
07/08/2021;Soria;11822;41;1372;290;42173;41.666667,-2.666667
07/08/2021;Palencia;23671;52;2463;480;34120;42.432128,-4.520647
07/08/2021;Salamanca;37281;107;4216;847;37274;40.833333,-6.0
07/08/2021;Çvila;15535;78;1837;351;5019;40.616092,-4.929031
07/08/2021;Burgos;49010;202;4639;739;9059;42.383333,-3.666667
07/08/2021;LeÇün;49171;111;5509;1181;24089;42.666667,-6.0
07/08/2021;Zamora;17026;23;2096;442;49275;41.75,-6.0
06/08/2021;LeÇün;49060;104;5496;1180;24089;42.666667,-6.0
06/08/2021;Soria;11781;30;1372;290;42173;41.666667,-2.666667
06/08/2021;Zamora;17002;53;2091;442;49275;41.75,-6.0
06/08/2021;Çvila;15458;101;1832;349;5019;40.616092,-4.929031
06/08/2021;Salamanca;37172;71;4214;847;37274;40.833333,-6.0
06/08/2021;Valladolid;63198;188;7772;1198;47186;41.583333,-4.666667
06/08/2021;Burgos;48808;210;4624;738;9059;42.383333,-3.666667
06/08/2021;Palencia;23618;76;2452;479;34120;42.432128,-4.520647
06/08/2021;Segovia;19975;47;1996;373;40004;41.166667,-4.0
05/08/2021;Çvila;15354;60;1831;349;5019;40.616092,-4.929031
05/08/2021;Palencia;23541;81;2445;478;34120;42.432128,-4.520647
05/08/2021;Salamanca;37094;87;4209;847;37274;40.833333,-6.0
05/08/2021;Valladolid;63000;199;7762;1197;47186;41.583333,-4.666667
05/08/2021;Segovia;19918;60;1993;373;40004;41.166667,-4.0
05/08/2021;Burgos;48592;198;4615;738;9059;42.383333,-3.666667
05/08/2021;LeÇün;48950;110;5490;1180;24089;42.666667,-6.0
05/08/2021;Soria;11751;48;1371;290;42173;41.666667,-2.666667
05/08/2021;Zamora;16946;29;2091;442;49275;41.75,-6.0
04/08/2021;Salamanca;37003;100;4207;846;37274;40.833333,-6.0
04/08/2021;Burgos;48392;224;4591;735;9059;42.383333,-3.666667
04/08/2021;Segovia;19859;62;1990;373;40004;41.166667,-4.0
04/08/2021;Soria;11703;43;1371;290;42173;41.666667,-2.666667
04/08/2021;Zamora;16917;24;2085;441;49275;41.75,-6.0
04/08/2021;Çvila;15295;66;1828;348;5019;40.616092,-4.929031
04/08/2021;LeÇün;48837;115;5481;1179;24089;42.666667,-6.0
04/08/2021;Palencia;23461;47;2438;477;34120;42.432128,-4.520647
04/08/2021;Valladolid;62802;218;7741;1195;47186;41.583333,-4.666667
03/08/2021;LeÇün;48723;112;5463;1176;24089;42.666667,-6.0
03/08/2021;Palencia;23414;41;2418;470;34120;42.432128,-4.520647
03/08/2021;Valladolid;62586;256;7725;1194;47186;41.583333,-4.666667
03/08/2021;Zamora;16893;70;2082;441;49275;41.75,-6.0
03/08/2021;Çvila;15229;79;1825;348;5019;40.616092,-4.929031
03/08/2021;Salamanca;36905;88;4207;846;37274;40.833333,-6.0
03/08/2021;Soria;11660;26;1369;290;42173;41.666667,-2.666667
03/08/2021;Burgos;48168;110;4573;735;9059;42.383333,-3.666667
03/08/2021;Segovia;19797;60;1987;373;40004;41.166667,-4.0
02/08/2021;Palencia;23372;44;2409;468;34120;42.432128,-4.520647
02/08/2021;Segovia;19737;49;1985;373;40004;41.166667,-4.0
02/08/2021;Soria;11634;22;1365;289;42173;41.666667,-2.666667
02/08/2021;Valladolid;62329;128;7703;1194;47186;41.583333,-4.666667
02/08/2021;Zamora;16823;13;2074;439;49275;41.75,-6.0
02/08/2021;Çvila;15151;34;1823;348;5019;40.616092,-4.929031
02/08/2021;LeÇün;48610;56;5455;1176;24089;42.666667,-6.0
02/08/2021;Burgos;48058;111;4558;734;9059;42.383333,-3.666667
02/08/2021;Salamanca;36817;26;4201;846;37274;40.833333,-6.0
01/08/2021;Çvila;15117;39;1823;348;5019;40.616092,-4.929031
01/08/2021;Burgos;47947;196;4552;732;9059;42.383333,-3.666667
01/08/2021;LeÇün;48554;81;5453;1174;24089;42.666667,-6.0
01/08/2021;Soria;11612;39;1364;289;42173;41.666667,-2.666667
01/08/2021;Palencia;23328;74;2409;468;34120;42.432128,-4.520647
01/08/2021;Valladolid;62201;92;7701;1193;47186;41.583333,-4.666667
01/08/2021;Zamora;16810;13;2074;439;49275;41.75,-6.0
01/08/2021;Salamanca;36791;90;4200;846;37274;40.833333,-6.0
01/08/2021;Segovia;19688;48;1985;373;40004;41.166667,-4.0
31/07/2021;Çvila;15078;69;1823;348;5019;40.616092,-4.929031
31/07/2021;Palencia;23254;70;2404;466;34120;42.432128,-4.520647
31/07/2021;LeÇün;48473;149;5451;1174;24089;42.666667,-6.0
31/07/2021;Soria;11573;51;1363;289;42173;41.666667,-2.666667
31/07/2021;Valladolid;62109;275;7699;1192;47186;41.583333,-4.666667
31/07/2021;Zamora;16797;75;2074;439;49275;41.75,-6.0
31/07/2021;Burgos;47751;204;4540;731;9059;42.383333,-3.666667
31/07/2021;Salamanca;36701;88;4199;845;37274;40.833333,-6.0
31/07/2021;Segovia;19640;69;1985;373;40004;41.166667,-4.0
30/07/2021;LeÇün;48324;148;5434;1173;24089;42.666667,-6.0
30/07/2021;Palencia;23184;126;2391;463;34120;42.432128,-4.520647
30/07/2021;Segovia;19570;65;1982;373;40004;41.166667,-4.0
30/07/2021;Valladolid;61834;285;7681;1191;47186;41.583333,-4.666667
30/07/2021;Burgos;47547;246;4525;729;9059;42.383333,-3.666667
30/07/2021;Çvila;15009;102;1821;348;5019;40.616092,-4.929031
30/07/2021;Salamanca;36613;83;4196;845;37274;40.833333,-6.0
30/07/2021;Soria;11522;56;1360;289;42173;41.666667,-2.666667
30/07/2021;Zamora;16723;82;2069;439;49275;41.75,-6.0
29/07/2021;LeÇün;48177;147;5426;1171;24089;42.666667,-6.0
29/07/2021;Palencia;23058;118;2385;463;34120;42.432128,-4.520647
29/07/2021;Salamanca;36530;84;4190;845;37274;40.833333,-6.0
29/07/2021;Soria;11466;65;1360;289;42173;41.666667,-2.666667
29/07/2021;Valladolid;61549;294;7661;1191;47186;41.583333,-4.666667
29/07/2021;Çvila;14907;68;1819;348;5019;40.616092,-4.929031
29/07/2021;Zamora;16640;86;2062;439;49275;41.75,-6.0
29/07/2021;Burgos;47302;250;4507;728;9059;42.383333,-3.666667
29/07/2021;Segovia;19505;69;1977;372;40004;41.166667,-4.0
28/07/2021;Segovia;19436;75;1976;372;40004;41.166667,-4.0
28/07/2021;Valladolid;61256;297;7636;1190;47186;41.583333,-4.666667
28/07/2021;Çvila;14839;88;1819;348;5019;40.616092,-4.929031
28/07/2021;LeÇün;48030;156;5411;1168;24089;42.666667,-6.0
28/07/2021;Soria;11401;58;1360;289;42173;41.666667,-2.666667
28/07/2021;Burgos;47052;297;4479;727;9059;42.383333,-3.666667
28/07/2021;Palencia;22939;123;2376;463;34120;42.432128,-4.520647
28/07/2021;Salamanca;36445;130;4188;845;37274;40.833333,-6.0
28/07/2021;Zamora;16554;53;2054;439;49275;41.75,-6.0
27/07/2021;Çvila;14751;82;1818;348;5019;40.616092,-4.929031
27/07/2021;Palencia;22815;143;2372;463;34120;42.432128,-4.520647
27/07/2021;Salamanca;36316;67;4184;844;37274;40.833333,-6.0
27/07/2021;LeÇün;47873;170;5389;1166;24089;42.666667,-6.0
27/07/2021;Soria;11344;62;1357;288;42173;41.666667,-2.666667
27/07/2021;Valladolid;60958;506;7620;1189;47186;41.583333,-4.666667
27/07/2021;Zamora;16501;98;2047;439;49275;41.75,-6.0
27/07/2021;Burgos;46753;240;4461;725;9059;42.383333,-3.666667
27/07/2021;Segovia;19360;58;1975;372;40004;41.166667,-4.0
26/07/2021;Segovia;19300;37;1973;371;40004;41.166667,-4.0
26/07/2021;Salamanca;36249;25;4182;844;37274;40.833333,-6.0
26/07/2021;Valladolid;60452;118;7600;1188;47186;41.583333,-4.666667
26/07/2021;Zamora;16403;17;2042;438;49275;41.75,-6.0
26/07/2021;Çvila;14669;37;1817;348;5019;40.616092,-4.929031
26/07/2021;Burgos;46513;221;4438;724;9059;42.383333,-3.666667
26/07/2021;LeÇün;47702;114;5379;1166;24089;42.666667,-6.0
26/07/2021;Palencia;22672;59;2360;462;34120;42.432128,-4.520647
26/07/2021;Soria;11282;38;1357;288;42173;41.666667,-2.666667
25/07/2021;Palencia;22613;129;2357;461;34120;42.432128,-4.520647
25/07/2021;Zamora;16386;25;2041;437;49275;41.75,-6.0
25/07/2021;Valladolid;60334;167;7597;1188;47186;41.583333,-4.666667
25/07/2021;LeÇün;47588;146;5377;1165;24089;42.666667,-6.0
25/07/2021;Salamanca;36224;66;4181;844;37274;40.833333,-6.0
25/07/2021;Çvila;14632;44;1817;348;5019;40.616092,-4.929031
25/07/2021;Burgos;46292;208;4428;722;9059;42.383333,-3.666667
25/07/2021;Segovia;19263;48;1973;371;40004;41.166667,-4.0
25/07/2021;Soria;11244;51;1356;288;42173;41.666667,-2.666667
24/07/2021;Burgos;46084;418;4425;722;9059;42.383333,-3.666667
24/07/2021;Segovia;19215;88;1973;371;40004;41.166667,-4.0
24/07/2021;Soria;11193;100;1354;288;42173;41.666667,-2.666667
24/07/2021;Zamora;16361;84;2041;437;49275;41.75,-6.0
24/07/2021;Palencia;22484;120;2352;459;34120;42.432128,-4.520647
24/07/2021;Valladolid;60167;281;7596;1188;47186;41.583333,-4.666667
24/07/2021;Çvila;14588;92;1817;348;5019;40.616092,-4.929031
24/07/2021;LeÇün;47442;210;5377;1165;24089;42.666667,-6.0
24/07/2021;Salamanca;36158;88;4180;844;37274;40.833333,-6.0
23/07/2021;Salamanca;36068;172;4175;844;37274;40.833333,-6.0
23/07/2021;Soria;11093;74;1349;288;42173;41.666667,-2.666667
23/07/2021;Palencia;22365;115;2351;458;34120;42.432128,-4.520647
23/07/2021;Zamora;16276;57;2035;437;49275;41.75,-6.0
23/07/2021;Burgos;45666;420;4402;721;9059;42.383333,-3.666667
23/07/2021;LeÇün;47233;151;5356;1165;24089;42.666667,-6.0
23/07/2021;Segovia;19127;95;1970;371;40004;41.166667,-4.0
23/07/2021;Çvila;14496;98;1816;348;5019;40.616092,-4.929031
23/07/2021;Valladolid;59890;295;7578;1188;47186;41.583333,-4.666667
22/07/2021;Palencia;22250;185;2340;456;34120;42.432128,-4.520647
22/07/2021;Zamora;16219;61;2031;437;49275;41.75,-6.0
22/07/2021;Salamanca;35895;103;4173;843;37274;40.833333,-6.0
22/07/2021;Çvila;14398;88;1816;348;5019;40.616092,-4.929031
22/07/2021;Burgos;45244;410;4383;719;9059;42.383333,-3.666667
22/07/2021;LeÇün;47082;225;5344;1163;24089;42.666667,-6.0
22/07/2021;Soria;11019;93;1348;288;42173;41.666667,-2.666667
22/07/2021;Valladolid;59595;327;7565;1187;47186;41.583333,-4.666667
22/07/2021;Segovia;19032;103;1970;371;40004;41.166667,-4.0
21/07/2021;Palencia;22065;188;2336;456;34120;42.432128,-4.520647
21/07/2021;Soria;10926;94;1347;288;42173;41.666667,-2.666667
21/07/2021;Valladolid;59268;322;7550;1186;47186;41.583333,-4.666667
21/07/2021;Çvila;14311;94;1814;348;5019;40.616092,-4.929031
21/07/2021;Burgos;44834;353;4367;719;9059;42.383333,-3.666667
21/07/2021;LeÇün;46857;235;5335;1163;24089;42.666667,-6.0
21/07/2021;Salamanca;35792;121;4171;843;37274;40.833333,-6.0
21/07/2021;Segovia;18925;89;1970;371;40004;41.166667,-4.0
21/07/2021;Zamora;16158;152;2028;437;49275;41.75,-6.0
20/07/2021;LeÇün;46621;200;5326;1162;24089;42.666667,-6.0
20/07/2021;Burgos;44481;451;4366;718;9059;42.383333,-3.666667
20/07/2021;Soria;10832;69;1347;288;42173;41.666667,-2.666667
20/07/2021;Valladolid;58948;360;7540;1186;47186;41.583333,-4.666667
20/07/2021;Palencia;21877;156;2331;455;34120;42.432128,-4.520647
20/07/2021;Salamanca;35672;84;4167;843;37274;40.833333,-6.0
20/07/2021;Segovia;18836;84;1970;371;40004;41.166667,-4.0
20/07/2021;Çvila;14217;77;1813;348;5019;40.616092,-4.929031
20/07/2021;Zamora;16006;66;2023;437;49275;41.75,-6.0
19/07/2021;Burgos;44030;143;4338;718;9059;42.383333,-3.666667
19/07/2021;Palencia;21721;83;2328;454;34120;42.432128,-4.520647
19/07/2021;LeÇün;46421;98;5325;1162;24089;42.666667,-6.0
