fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
13/09/2020;Soria;3280;19;480;125;42173;41.666667,-2.666667
13/09/2020;LeÇün;5473;123;1778;429;24089;42.666667,-6.0
12/09/2020;Çvila;3076;55;746;160;5019;40.616092,-4.929031
12/09/2020;Valladolid;8325;158;2101;419;47186;41.583333,-4.666667
12/09/2020;Zamora;1865;89;414;100;49275;41.75,-6.0
12/09/2020;LeÇün;5350;143;1778;429;24089;42.666667,-6.0
12/09/2020;Burgos;6255;184;1111;229;9059;42.383333,-3.666667
12/09/2020;Salamanca;6900;167;1500;397;37274;40.833333,-6.0
12/09/2020;Segovia;4674;54;976;217;40004;41.166667,-4.0
12/09/2020;Soria;3261;15;480;125;42173;41.666667,-2.666667
12/09/2020;Palencia;2222;65;413;91;34120;42.432128,-4.520647
11/09/2020;Segovia;4620;40;973;217;40004;41.166667,-4.0
11/09/2020;Zamora;1776;11;411;99;49275;41.75,-6.0
11/09/2020;Soria;3246;14;476;125;42173;41.666667,-2.666667
11/09/2020;LeÇün;5207;149;1775;429;24089;42.666667,-6.0
11/09/2020;Çvila;3021;17;737;160;5019;40.616092,-4.929031
11/09/2020;Burgos;6067;124;1107;229;9059;42.383333,-3.666667
11/09/2020;Valladolid;8166;127;2086;417;47186;41.583333,-4.666667
11/09/2020;Palencia;2157;44;413;91;34120;42.432128,-4.520647
11/09/2020;Salamanca;6733;53;1484;396;37274;40.833333,-6.0
10/09/2020;Palencia;2113;4;412;91;34120;42.432128,-4.520647
10/09/2020;Salamanca;6680;32;1474;395;37274;40.833333,-6.0
10/09/2020;LeÇün;5058;150;1775;429;24089;42.666667,-6.0
10/09/2020;Valladolid;8039;107;2079;417;47186;41.583333,-4.666667
10/09/2020;Zamora;1765;70;410;99;49275;41.75,-6.0
10/09/2020;Burgos;5942;148;1102;228;9059;42.383333,-3.666667
10/09/2020;Çvila;3004;35;735;160;5019;40.616092,-4.929031
10/09/2020;Segovia;4580;43;969;217;40004;41.166667,-4.0
10/09/2020;Soria;3232;12;474;125;42173;41.666667,-2.666667
09/09/2020;Çvila;2969;28;731;159;5019;40.616092,-4.929031
09/09/2020;LeÇün;4908;25;1772;429;24089;42.666667,-6.0
09/09/2020;Soria;3220;20;469;124;42173;41.666667,-2.666667
09/09/2020;Zamora;1695;4;408;98;49275;41.75,-6.0
09/09/2020;Segovia;4537;44;969;217;40004;41.166667,-4.0
09/09/2020;Palencia;2109;53;410;90;34120;42.432128,-4.520647
09/09/2020;Salamanca;6648;55;1461;395;37274;40.833333,-6.0
09/09/2020;Valladolid;7932;105;2067;417;47186;41.583333,-4.666667
09/09/2020;Burgos;5793;16;1097;226;9059;42.383333,-3.666667
08/09/2020;Palencia;2056;41;410;90;34120;42.432128,-4.520647
08/09/2020;Valladolid;7827;95;2064;416;47186;41.583333,-4.666667
08/09/2020;Salamanca;6593;145;1455;393;37274;40.833333,-6.0
08/09/2020;Segovia;4493;33;969;217;40004;41.166667,-4.0
08/09/2020;Çvila;2941;39;729;159;5019;40.616092,-4.929031
08/09/2020;LeÇün;4882;98;1772;429;24089;42.666667,-6.0
08/09/2020;Burgos;5777;88;1093;226;9059;42.383333,-3.666667
08/09/2020;Soria;3198;7;468;124;42173;41.666667,-2.666667
08/09/2020;Zamora;1691;39;404;98;49275;41.75,-6.0
07/09/2020;Çvila;2902;34;726;159;5019;40.616092,-4.929031
07/09/2020;Palencia;2015;34;406;90;34120;42.432128,-4.520647
07/09/2020;Soria;3190;25;467;124;42173;41.666667,-2.666667
07/09/2020;LeÇün;4783;51;1770;429;24089;42.666667,-6.0
07/09/2020;Salamanca;6448;93;1445;393;37274;40.833333,-6.0
07/09/2020;Segovia;4460;61;968;217;40004;41.166667,-4.0
07/09/2020;Valladolid;7732;56;2043;414;47186;41.583333,-4.666667
07/09/2020;Burgos;5689;63;1086;226;9059;42.383333,-3.666667
07/09/2020;Zamora;1652;31;400;97;49275;41.75,-6.0
06/09/2020;Çvila;2868;52;725;158;5019;40.616092,-4.929031
06/09/2020;Salamanca;6355;116;1440;391;37274;40.833333,-6.0
06/09/2020;Soria;3165;12;467;124;42173;41.666667,-2.666667
06/09/2020;LeÇün;4732;35;1769;428;24089;42.666667,-6.0
06/09/2020;Zamora;1621;30;399;97;49275;41.75,-6.0
06/09/2020;Segovia;4398;48;967;217;40004;41.166667,-4.0
06/09/2020;Valladolid;7676;39;2039;413;47186;41.583333,-4.666667
06/09/2020;Burgos;5626;79;1086;226;9059;42.383333,-3.666667
06/09/2020;Palencia;1981;34;406;90;34120;42.432128,-4.520647
05/09/2020;Burgos;5547;77;1084;224;9059;42.383333,-3.666667
05/09/2020;Salamanca;6239;119;1436;390;37274;40.833333,-6.0
05/09/2020;LeÇün;4694;63;1769;428;24089;42.666667,-6.0
05/09/2020;Çvila;2816;45;724;157;5019;40.616092,-4.929031
05/09/2020;Palencia;1947;57;405;90;34120;42.432128,-4.520647
05/09/2020;Segovia;4350;51;967;217;40004;41.166667,-4.0
05/09/2020;Valladolid;7637;87;2037;413;47186;41.583333,-4.666667
05/09/2020;Soria;3153;31;467;124;42173;41.666667,-2.666667
05/09/2020;Zamora;1591;30;398;96;49275;41.75,-6.0
04/09/2020;Burgos;5469;52;1080;223;9059;42.383333,-3.666667
04/09/2020;Palencia;1890;29;404;90;34120;42.432128,-4.520647
04/09/2020;Salamanca;6120;52;1426;389;37274;40.833333,-6.0
04/09/2020;Soria;3122;10;461;124;42173;41.666667,-2.666667
04/09/2020;Çvila;2771;49;721;156;5019;40.616092,-4.929031
04/09/2020;Valladolid;7550;123;2027;412;47186;41.583333,-4.666667
04/09/2020;Segovia;4299;43;963;217;40004;41.166667,-4.0
04/09/2020;LeÇün;4631;34;1766;427;24089;42.666667,-6.0
04/09/2020;Zamora;1561;96;394;96;49275;41.75,-6.0
03/09/2020;Burgos;5417;66;1079;223;9059;42.383333,-3.666667
03/09/2020;Salamanca;6068;30;1418;389;37274;40.833333,-6.0
03/09/2020;Segovia;4256;13;961;217;40004;41.166667,-4.0
03/09/2020;Çvila;2721;15;716;155;5019;40.616092,-4.929031
03/09/2020;Palencia;1861;13;403;90;34120;42.432128,-4.520647
03/09/2020;Soria;3112;6;459;124;42173;41.666667,-2.666667
03/09/2020;LeÇün;4597;17;1766;427;24089;42.666667,-6.0
03/09/2020;Zamora;1465;21;392;96;49275;41.75,-6.0
03/09/2020;Valladolid;7426;175;2015;411;47186;41.583333,-4.666667
02/09/2020;Çvila;2706;22;713;155;5019;40.616092,-4.929031
02/09/2020;LeÇün;4580;26;1765;427;24089;42.666667,-6.0
02/09/2020;Palencia;1848;32;403;90;34120;42.432128,-4.520647
02/09/2020;Salamanca;6037;81;1410;387;37274;40.833333,-6.0
02/09/2020;Soria;3106;11;455;124;42173;41.666667,-2.666667
02/09/2020;Zamora;1444;5;392;96;49275;41.75,-6.0
02/09/2020;Segovia;4243;21;960;217;40004;41.166667,-4.0
02/09/2020;Valladolid;7251;166;2002;410;47186;41.583333,-4.666667
02/09/2020;Burgos;5351;77;1075;222;9059;42.383333,-3.666667
01/09/2020;Burgos;5274;51;1069;222;9059;42.383333,-3.666667
01/09/2020;LeÇün;4554;42;1765;427;24089;42.666667,-6.0
01/09/2020;Valladolid;7085;164;1996;410;47186;41.583333,-4.666667
01/09/2020;Zamora;1439;13;388;96;49275;41.75,-6.0
01/09/2020;Soria;3095;13;454;124;42173;41.666667,-2.666667
01/09/2020;Çvila;2684;15;709;155;5019;40.616092,-4.929031
01/09/2020;Palencia;1816;15;403;90;34120;42.432128,-4.520647
01/09/2020;Salamanca;5956;121;1400;387;37274;40.833333,-6.0
01/09/2020;Segovia;4221;22;958;217;40004;41.166667,-4.0
31/08/2020;Burgos;5223;65;1067;221;9059;42.383333,-3.666667
31/08/2020;Salamanca;5834;75;1396;386;37274;40.833333,-6.0
31/08/2020;Palencia;1801;18;397;88;34120;42.432128,-4.520647
31/08/2020;LeÇün;4512;56;1764;426;24089;42.666667,-6.0
31/08/2020;Soria;3082;21;452;124;42173;41.666667,-2.666667
31/08/2020;Zamora;1426;6;387;96;49275;41.75,-6.0
31/08/2020;Valladolid;6921;90;1983;408;47186;41.583333,-4.666667
31/08/2020;Çvila;2669;26;699;153;5019;40.616092,-4.929031
31/08/2020;Segovia;4198;0;958;217;40004;41.166667,-4.0
30/08/2020;Çvila;2643;46;697;151;5019;40.616092,-4.929031
30/08/2020;Burgos;5158;27;1063;221;9059;42.383333,-3.666667
30/08/2020;LeÇün;4456;79;1764;425;24089;42.666667,-6.0
30/08/2020;Valladolid;6831;129;1982;408;47186;41.583333,-4.666667
30/08/2020;Zamora;1420;29;387;96;49275;41.75,-6.0
30/08/2020;Segovia;4198;45;957;216;40004;41.166667,-4.0
30/08/2020;Palencia;1783;24;397;88;34120;42.432128,-4.520647
30/08/2020;Soria;3061;18;452;124;42173;41.666667,-2.666667
30/08/2020;Salamanca;5759;110;1393;386;37274;40.833333,-6.0
29/08/2020;Çvila;2597;36;695;149;5019;40.616092,-4.929031
29/08/2020;Burgos;5131;59;1060;221;9059;42.383333,-3.666667
29/08/2020;LeÇün;4377;117;1764;424;24089;42.666667,-6.0
29/08/2020;Salamanca;5648;98;1391;386;37274;40.833333,-6.0
29/08/2020;Segovia;4153;17;956;216;40004;41.166667,-4.0
29/08/2020;Palencia;1759;25;397;88;34120;42.432128,-4.520647
29/08/2020;Soria;3043;12;452;124;42173;41.666667,-2.666667
29/08/2020;Valladolid;6702;133;1980;408;47186;41.583333,-4.666667
29/08/2020;Zamora;1391;16;387;96;49275;41.75,-6.0
28/08/2020;Palencia;1734;16;396;88;34120;42.432128,-4.520647
28/08/2020;Soria;3031;3;451;124;42173;41.666667,-2.666667
28/08/2020;Salamanca;5550;62;1384;386;37274;40.833333,-6.0
28/08/2020;Çvila;2561;32;689;146;5019;40.616092,-4.929031
28/08/2020;Burgos;5072;65;1050;219;9059;42.383333,-3.666667
28/08/2020;LeÇün;4260;71;1763;424;24089;42.666667,-6.0
28/08/2020;Segovia;4136;39;949;215;40004;41.166667,-4.0
28/08/2020;Zamora;1375;19;384;93;49275;41.75,-6.0
28/08/2020;Valladolid;6567;147;1971;406;47186;41.583333,-4.666667
27/08/2020;LeÇün;4189;91;1763;424;24089;42.666667,-6.0
27/08/2020;Segovia;4096;36;947;215;40004;41.166667,-4.0
27/08/2020;Çvila;2529;31;686;146;5019;40.616092,-4.929031
27/08/2020;Salamanca;5487;124;1373;384;37274;40.833333,-6.0
27/08/2020;Zamora;1356;36;379;92;49275;41.75,-6.0
27/08/2020;Burgos;5007;6;1046;219;9059;42.383333,-3.666667
27/08/2020;Palencia;1718;23;395;88;34120;42.432128,-4.520647
27/08/2020;Soria;3026;17;451;124;42173;41.666667,-2.666667
27/08/2020;Valladolid;6419;130;1959;405;47186;41.583333,-4.666667
26/08/2020;Burgos;5001;63;1044;218;9059;42.383333,-3.666667
26/08/2020;Zamora;1320;20;379;92;49275;41.75,-6.0
26/08/2020;LeÇün;4098;38;1762;424;24089;42.666667,-6.0
26/08/2020;Salamanca;5363;83;1368;384;37274;40.833333,-6.0
26/08/2020;Segovia;4060;14;947;215;40004;41.166667,-4.0
26/08/2020;Valladolid;6289;177;1953;404;47186;41.583333,-4.666667
26/08/2020;Çvila;2498;35;681;145;5019;40.616092,-4.929031
26/08/2020;Soria;3007;9;451;124;42173;41.666667,-2.666667
26/08/2020;Palencia;1695;18;395;88;34120;42.432128,-4.520647
25/08/2020;Çvila;2463;52;680;144;5019;40.616092,-4.929031
25/08/2020;Valladolid;6112;131;1945;403;47186;41.583333,-4.666667
25/08/2020;LeÇün;4060;2;1761;424;24089;42.666667,-6.0
25/08/2020;Soria;2998;59;448;124;42173;41.666667,-2.666667
25/08/2020;Burgos;4938;161;1038;218;9059;42.383333,-3.666667
25/08/2020;Segovia;4046;23;945;214;40004;41.166667,-4.0
25/08/2020;Palencia;1677;36;395;88;34120;42.432128,-4.520647
25/08/2020;Zamora;1300;3;378;92;49275;41.75,-6.0
25/08/2020;Salamanca;5280;102;1361;384;37274;40.833333,-6.0
24/08/2020;Segovia;4023;65;945;214;40004;41.166667,-4.0
24/08/2020;LeÇün;4058;35;1759;424;24089;42.666667,-6.0
24/08/2020;Palencia;1641;40;395;88;34120;42.432128,-4.520647
24/08/2020;Soria;2939;0;448;124;42173;41.666667,-2.666667
24/08/2020;Zamora;1297;43;377;92;49275;41.75,-6.0
24/08/2020;Çvila;2411;29;679;143;5019;40.616092,-4.929031
24/08/2020;Valladolid;5981;23;1941;402;47186;41.583333,-4.666667
24/08/2020;Salamanca;5178;0;1354;384;37274;40.833333,-6.0
24/08/2020;Burgos;4776;0;1036;218;9059;42.383333,-3.666667
23/08/2020;Salamanca;5178;0;1352;383;37274;40.833333,-6.0
23/08/2020;Segovia;3958;0;945;214;40004;41.166667,-4.0
23/08/2020;Soria;2939;0;447;123;42173;41.666667,-2.666667
23/08/2020;Burgos;4776;0;1034;218;9059;42.383333,-3.666667
23/08/2020;LeÇün;4023;9;1759;424;24089;42.666667,-6.0
23/08/2020;Valladolid;5957;0;1938;401;47186;41.583333,-4.666667
23/08/2020;Palencia;1601;0;395;88;34120;42.432128,-4.520647
23/08/2020;Çvila;2382;1;679;143;5019;40.616092,-4.929031
23/08/2020;Zamora;1254;11;377;92;49275;41.75,-6.0
22/08/2020;Çvila;2381;36;679;143;5019;40.616092,-4.929031
22/08/2020;Palencia;1601;11;395;88;34120;42.432128,-4.520647
22/08/2020;Zamora;1243;8;377;92;49275;41.75,-6.0
22/08/2020;LeÇün;4014;58;1759;424;24089;42.666667,-6.0
22/08/2020;Salamanca;5178;70;1348;381;37274;40.833333,-6.0
22/08/2020;Segovia;3958;18;945;214;40004;41.166667,-4.0
22/08/2020;Soria;2939;23;447;123;42173;41.666667,-2.666667
22/08/2020;Burgos;4776;94;1033;218;9059;42.383333,-3.666667
22/08/2020;Valladolid;5957;60;1935;399;47186;41.583333,-4.666667
21/08/2020;LeÇün;3955;21;1757;424;24089;42.666667,-6.0
21/08/2020;Salamanca;5108;48;1343;381;37274;40.833333,-6.0
21/08/2020;Burgos;4682;45;1029;218;9059;42.383333,-3.666667
21/08/2020;Valladolid;5897;126;1932;399;47186;41.583333,-4.666667
21/08/2020;Zamora;1235;12;374;92;49275;41.75,-6.0
21/08/2020;Segovia;3940;55;941;214;40004;41.166667,-4.0
21/08/2020;Çvila;2345;65;675;143;5019;40.616092,-4.929031
21/08/2020;Palencia;1590;18;393;88;34120;42.432128,-4.520647
21/08/2020;Soria;2916;24;445;123;42173;41.666667,-2.666667
20/08/2020;LeÇün;3933;16;1755;424;24089;42.666667,-6.0
20/08/2020;Salamanca;5059;52;1337;381;37274;40.833333,-6.0
20/08/2020;Zamora;1223;30;374;92;49275;41.75,-6.0
20/08/2020;Segovia;3885;41;940;214;40004;41.166667,-4.0
20/08/2020;Valladolid;5771;74;1924;399;47186;41.583333,-4.666667
20/08/2020;Çvila;2280;24;674;143;5019;40.616092,-4.929031
20/08/2020;Soria;2892;21;445;123;42173;41.666667,-2.666667
20/08/2020;Burgos;4637;125;1025;218;9059;42.383333,-3.666667
20/08/2020;Palencia;1572;9;392;88;34120;42.432128,-4.520647
19/08/2020;Salamanca;5007;34;1330;380;37274;40.833333,-6.0
19/08/2020;Soria;2871;4;445;123;42173;41.666667,-2.666667
19/08/2020;Zamora;1193;1;373;92;49275;41.75,-6.0
19/08/2020;Palencia;1563;20;391;88;34120;42.432128,-4.520647
19/08/2020;Segovia;3844;28;940;214;40004;41.166667,-4.0
19/08/2020;Çvila;2256;10;674;143;5019;40.616092,-4.929031
19/08/2020;Burgos;4512;123;1020;217;9059;42.383333,-3.666667
19/08/2020;LeÇün;3917;7;1754;424;24089;42.666667,-6.0
19/08/2020;Valladolid;5697;65;1919;399;47186;41.583333,-4.666667
18/08/2020;Zamora;1192;12;371;92;49275;41.75,-6.0
18/08/2020;LeÇün;3910;14;1754;424;24089;42.666667,-6.0
18/08/2020;Salamanca;4973;83;1327;380;37274;40.833333,-6.0
18/08/2020;Çvila;2246;28;674;143;5019;40.616092,-4.929031
18/08/2020;Burgos;4389;208;1017;217;9059;42.383333,-3.666667
18/08/2020;Segovia;3816;39;939;214;40004;41.166667,-4.0
18/08/2020;Soria;2867;48;443;123;42173;41.666667,-2.666667
18/08/2020;Valladolid;5631;135;1915;399;47186;41.583333,-4.666667
18/08/2020;Palencia;1543;17;391;88;34120;42.432128,-4.520647
17/08/2020;Burgos;4181;8;1014;217;9059;42.383333,-3.666667
17/08/2020;Palencia;1526;15;390;88;34120;42.432128,-4.520647
17/08/2020;Salamanca;4889;12;1325;380;37274;40.833333,-6.0
17/08/2020;LeÇün;3896;9;1754;424;24089;42.666667,-6.0
17/08/2020;Zamora;1180;8;371;92;49275;41.75,-6.0
17/08/2020;Çvila;2218;0;674;143;5019;40.616092,-4.929031
17/08/2020;Soria;2819;3;443;123;42173;41.666667,-2.666667
17/08/2020;Valladolid;5496;2;1910;399;47186;41.583333,-4.666667
17/08/2020;Segovia;3777;0;939;214;40004;41.166667,-4.0
16/08/2020;LeÇün;3887;11;1753;424;24089;42.666667,-6.0
16/08/2020;Segovia;3777;27;939;214;40004;41.166667,-4.0
16/08/2020;Soria;2816;1;443;123;42173;41.666667,-2.666667
16/08/2020;Valladolid;5494;0;1909;399;47186;41.583333,-4.666667
16/08/2020;Burgos;4173;0;1013;217;9059;42.383333,-3.666667
16/08/2020;Palencia;1511;22;390;88;34120;42.432128,-4.520647
16/08/2020;Salamanca;4877;0;1325;380;37274;40.833333,-6.0
16/08/2020;Zamora;1172;15;371;92;49275;41.75,-6.0
16/08/2020;Çvila;2218;3;674;143;5019;40.616092,-4.929031
15/08/2020;Çvila;2215;12;674;143;5019;40.616092,-4.929031
15/08/2020;Soria;2815;9;443;123;42173;41.666667,-2.666667
15/08/2020;Valladolid;5494;78;1909;399;47186;41.583333,-4.666667
15/08/2020;Zamora;1157;17;371;92;49275;41.75,-6.0
15/08/2020;Segovia;3750;31;939;214;40004;41.166667,-4.0
15/08/2020;LeÇün;3876;15;1753;424;24089;42.666667,-6.0
15/08/2020;Palencia;1489;20;390;88;34120;42.432128,-4.520647
15/08/2020;Salamanca;4877;50;1324;380;37274;40.833333,-6.0
15/08/2020;Burgos;4173;102;1014;217;9059;42.383333,-3.666667
14/08/2020;Burgos;4071;121;1008;217;9059;42.383333,-3.666667
14/08/2020;Palencia;1469;7;389;88;34120;42.432128,-4.520647
14/08/2020;Salamanca;4827;15;1320;379;37274;40.833333,-6.0
14/08/2020;Soria;2806;30;442;123;42173;41.666667,-2.666667
14/08/2020;Valladolid;5416;59;1906;397;47186;41.583333,-4.666667
14/08/2020;Zamora;1140;3;371;92;49275;41.75,-6.0
14/08/2020;Segovia;3719;20;938;214;40004;41.166667,-4.0
14/08/2020;LeÇün;3861;12;1753;424;24089;42.666667,-6.0
14/08/2020;Çvila;2203;14;674;143;5019;40.616092,-4.929031
13/08/2020;Çvila;2189;16;674;143;5019;40.616092,-4.929031
13/08/2020;Palencia;1462;7;389;88;34120;42.432128,-4.520647
13/08/2020;Soria;2776;11;442;123;42173;41.666667,-2.666667
13/08/2020;Valladolid;5357;42;1905;397;47186;41.583333,-4.666667
13/08/2020;Zamora;1137;19;371;92;49275;41.75,-6.0
13/08/2020;LeÇün;3849;7;1752;424;24089;42.666667,-6.0
13/08/2020;Salamanca;4812;41;1318;378;37274;40.833333,-6.0
13/08/2020;Segovia;3699;19;938;214;40004;41.166667,-4.0
13/08/2020;Burgos;3950;62;1004;217;9059;42.383333,-3.666667
12/08/2020;LeÇün;3842;9;1752;424;24089;42.666667,-6.0
12/08/2020;Palencia;1455;2;389;88;34120;42.432128,-4.520647
12/08/2020;Soria;2765;18;440;123;42173;41.666667,-2.666667
12/08/2020;Valladolid;5315;57;1900;396;47186;41.583333,-4.666667
12/08/2020;Çvila;2173;11;674;143;5019;40.616092,-4.929031
12/08/2020;Salamanca;4771;39;1314;378;37274;40.833333,-6.0
12/08/2020;Burgos;3888;26;1001;217;9059;42.383333,-3.666667
12/08/2020;Segovia;3680;10;938;214;40004;41.166667,-4.0
12/08/2020;Zamora;1118;5;369;92;49275;41.75,-6.0
11/08/2020;Çvila;2162;24;674;143;5019;40.616092,-4.929031
11/08/2020;Palencia;1453;0;389;88;34120;42.432128,-4.520647
11/08/2020;Salamanca;4732;68;1311;378;37274;40.833333,-6.0
11/08/2020;Segovia;3670;10;938;214;40004;41.166667,-4.0
11/08/2020;Burgos;3862;330;998;217;9059;42.383333,-3.666667
11/08/2020;LeÇün;3833;30;1752;424;24089;42.666667,-6.0
11/08/2020;Soria;2746;41;440;123;42173;41.666667,-2.666667
11/08/2020;Valladolid;5258;95;1900;396;47186;41.583333,-4.666667
11/08/2020;Zamora;1113;1;368;92;49275;41.75,-6.0
10/08/2020;Salamanca;4664;11;1310;378;37274;40.833333,-6.0
10/08/2020;Segovia;3660;0;937;214;40004;41.166667,-4.0
10/08/2020;Zamora;1112;12;368;92;49275;41.75,-6.0
10/08/2020;Valladolid;5163;0;1900;396;47186;41.583333,-4.666667
10/08/2020;Çvila;2138;0;674;143;5019;40.616092,-4.929031
10/08/2020;LeÇün;3803;0;1752;424;24089;42.666667,-6.0
10/08/2020;Burgos;3532;0;997;217;9059;42.383333,-3.666667
10/08/2020;Palencia;1453;3;387;88;34120;42.432128,-4.520647
10/08/2020;Soria;2705;4;440;123;42173;41.666667,-2.666667
09/08/2020;Çvila;2138;0;674;143;5019;40.616092,-4.929031
09/08/2020;Segovia;3660;0;937;214;40004;41.166667,-4.0
09/08/2020;Palencia;1450;10;387;88;34120;42.432128,-4.520647
09/08/2020;Zamora;1100;12;368;92;49275;41.75,-6.0
09/08/2020;Burgos;3532;0;996;217;9059;42.383333,-3.666667
09/08/2020;LeÇün;3803;0;1752;424;24089;42.666667,-6.0
09/08/2020;Salamanca;4653;10;1308;376;37274;40.833333,-6.0
09/08/2020;Soria;2701;0;440;123;42173;41.666667,-2.666667
09/08/2020;Valladolid;5163;0;1899;395;47186;41.583333,-4.666667
08/08/2020;Çvila;2138;4;674;143;5019;40.616092,-4.929031
08/08/2020;LeÇün;3803;13;1752;424;24089;42.666667,-6.0
08/08/2020;Palencia;1440;8;387;88;34120;42.432128,-4.520647
08/08/2020;Salamanca;4643;42;1308;376;37274;40.833333,-6.0
08/08/2020;Segovia;3660;13;937;214;40004;41.166667,-4.0
08/08/2020;Burgos;3532;77;996;217;9059;42.383333,-3.666667
08/08/2020;Zamora;1088;5;368;92;49275;41.75,-6.0
08/08/2020;Soria;2701;3;440;123;42173;41.666667,-2.666667
08/08/2020;Valladolid;5163;40;1896;395;47186;41.583333,-4.666667
07/08/2020;Palencia;1432;4;387;88;34120;42.432128,-4.520647
07/08/2020;Salamanca;4601;29;1306;376;37274;40.833333,-6.0
07/08/2020;Soria;2697;6;439;123;42173;41.666667,-2.666667
07/08/2020;Valladolid;5123;21;1894;395;47186;41.583333,-4.666667
07/08/2020;Zamora;1083;4;366;92;49275;41.75,-6.0
07/08/2020;Segovia;3647;9;937;214;40004;41.166667,-4.0
07/08/2020;Çvila;2134;4;674;143;5019;40.616092,-4.929031
07/08/2020;Burgos;3455;125;994;217;9059;42.383333,-3.666667
07/08/2020;LeÇün;3790;8;1752;424;24089;42.666667,-6.0
06/08/2020;Çvila;2130;0;673;143;5019;40.616092,-4.929031
06/08/2020;Soria;2690;8;439;123;42173;41.666667,-2.666667
06/08/2020;Zamora;1079;5;366;92;49275;41.75,-6.0
06/08/2020;Palencia;1428;7;386;88;34120;42.432128,-4.520647
06/08/2020;Salamanca;4572;30;1303;375;37274;40.833333,-6.0
06/08/2020;Segovia;3638;7;933;213;40004;41.166667,-4.0
06/08/2020;Burgos;3330;83;992;217;9059;42.383333,-3.666667
06/08/2020;LeÇün;3782;9;1752;424;24089;42.666667,-6.0
06/08/2020;Valladolid;5102;42;1893;395;47186;41.583333,-4.666667
05/08/2020;Burgos;3247;31;990;217;9059;42.383333,-3.666667
05/08/2020;Palencia;1421;3;386;88;34120;42.432128,-4.520647
05/08/2020;Soria;2681;21;438;123;42173;41.666667,-2.666667
05/08/2020;Zamora;1074;3;366;92;49275;41.75,-6.0
05/08/2020;Segovia;3631;2;933;213;40004;41.166667,-4.0
05/08/2020;Valladolid;5060;22;1893;395;47186;41.583333,-4.666667
05/08/2020;Çvila;2130;3;673;143;5019;40.616092,-4.929031
05/08/2020;LeÇün;3773;4;1751;424;24089;42.666667,-6.0
05/08/2020;Salamanca;4542;11;1302;375;37274;40.833333,-6.0
04/08/2020;Çvila;2127;1;673;143;5019;40.616092,-4.929031
04/08/2020;LeÇün;3769;5;1751;424;24089;42.666667,-6.0
04/08/2020;Salamanca;4531;10;1300;375;37274;40.833333,-6.0
04/08/2020;Segovia;3629;9;933;213;40004;41.166667,-4.0
04/08/2020;Soria;2660;10;437;123;42173;41.666667,-2.666667
04/08/2020;Valladolid;5038;33;1890;395;47186;41.583333,-4.666667
04/08/2020;Burgos;3216;86;988;217;9059;42.383333,-3.666667
04/08/2020;Zamora;1071;0;366;92;49275;41.75,-6.0
04/08/2020;Palencia;1418;5;384;88;34120;42.432128,-4.520647
03/08/2020;Çvila;2126;0;673;143;5019;40.616092,-4.929031
03/08/2020;LeÇün;3764;0;1751;424;24089;42.666667,-6.0
03/08/2020;Palencia;1413;0;384;88;34120;42.432128,-4.520647
03/08/2020;Burgos;3129;1;987;217;9059;42.383333,-3.666667
03/08/2020;Soria;2650;52;437;123;42173;41.666667,-2.666667
03/08/2020;Valladolid;5005;0;1890;395;47186;41.583333,-4.666667
03/08/2020;Zamora;1071;6;366;92;49275;41.75,-6.0
03/08/2020;Salamanca;4521;13;1297;374;37274;40.833333,-6.0
03/08/2020;Segovia;3620;0;933;213;40004;41.166667,-4.0
02/08/2020;LeÇün;3764;0;1751;424;24089;42.666667,-6.0
02/08/2020;Palencia;1413;0;384;88;34120;42.432128,-4.520647
02/08/2020;Soria;2598;0;437;123;42173;41.666667,-2.666667
02/08/2020;Valladolid;5005;0;1890;395;47186;41.583333,-4.666667
02/08/2020;Çvila;2126;0;673;143;5019;40.616092,-4.929031
02/08/2020;Burgos;3128;0;986;217;9059;42.383333,-3.666667
02/08/2020;Salamanca;4508;17;1295;374;37274;40.833333,-6.0
02/08/2020;Segovia;3620;0;933;213;40004;41.166667,-4.0
02/08/2020;Zamora;1065;0;366;92;49275;41.75,-6.0
01/08/2020;Valladolid;5005;22;1887;394;47186;41.583333,-4.666667
01/08/2020;Çvila;2126;1;673;143;5019;40.616092,-4.929031
01/08/2020;LeÇün;3764;1;1751;424;24089;42.666667,-6.0
01/08/2020;Salamanca;4491;4;1294;374;37274;40.833333,-6.0
01/08/2020;Zamora;1065;9;365;92;49275;41.75,-6.0
01/08/2020;Burgos;3128;32;986;217;9059;42.383333,-3.666667
01/08/2020;Palencia;1413;5;384;88;34120;42.432128,-4.520647
01/08/2020;Segovia;3620;5;933;213;40004;41.166667,-4.0
01/08/2020;Soria;2598;12;437;123;42173;41.666667,-2.666667
31/07/2020;Burgos;3096;15;985;217;9059;42.383333,-3.666667
31/07/2020;Valladolid;4983;45;1886;394;47186;41.583333,-4.666667
31/07/2020;Çvila;2125;2;673;143;5019;40.616092,-4.929031
31/07/2020;LeÇün;3763;2;1751;424;24089;42.666667,-6.0
31/07/2020;Soria;2586;15;436;123;42173;41.666667,-2.666667
31/07/2020;Zamora;1056;12;364;92;49275;41.75,-6.0
31/07/2020;Palencia;1408;1;381;88;34120;42.432128,-4.520647
31/07/2020;Salamanca;4487;9;1294;374;37274;40.833333,-6.0
